targetGene,N_TFs,RSquared,
DYSF,15,0.475534073,
DZIP1,15,0.44984501,
DZIP3,15,0.330299125,
E2F1,15,0.634718484,
E2F3,15,0.674471027,
E2F4,15,0.587017252,
E2F5,15,0.442193798,
E2F6,15,0.468610711,
E2F7,15,0.397017893,
E4F1,15,0.418336283,
EAF1,15,0.60344964,
EAF2,15,0.294080907,
EAPP,15,0.390829024,
EARS2,15,0.291812585,
EBF1,15,0.492980468,
EBF3,15,0.426027574,
EBNA1BP2,15,0.482979156,
EBP,15,0.42220235,
EBPL,15,0.491685006,
ECE1,15,0.745030512,
ECEL1P2,15,0.531902487,
ECHDC1,15,0.302313569,
ECHDC2,15,0.600661462,
ECHS1,15,0.665436523,
ECI1,15,0.482655445,
ECI2,15,0.590033016,
ECSCR,15,0.735967429,
ECSIT,15,0.352417532,
ECT2,15,0.553470491,
EDARADD,15,0.349051284,
EDEM1,15,0.447095405,
EDEM2,15,0.489775818,
EDEM3,15,0.556516304,
EDF1,15,0.631592177,
EDIL3,15,0.49261289,
EDN1,15,0.343154652,
EDNRA,15,0.46751658,
EEF1A1,15,0.587678807,
EEF1AKMT4,15,0.567211981,
EEF1B2,15,0.575379162,
EEF1E1,15,0.503912648,
EEF1G,15,0.602676242,
EEF2,15,0.475904072,
EEPD1,15,0.265838075,
EFCAB14,15,0.58331746,
EFCAB7,15,0.311858055,
EFEMP1,15,0.618790494,
EFEMP2,15,0.661429715,
EFHC1,13,0.301167653,
EFHD1,15,0.866204658,
EFNA1,15,0.619382351,
EFNA4,12,0.39043104,
EFNB1,15,0.598230249,
EFNB2,15,0.57177468,
EFR3A,15,0.60545971,
EFS,15,0.627638616,
EFTUD2,15,0.446067804,
EGFL6,12,0.482513271,
EGFL7,15,0.6550948,
EGFLAM,15,0.49282595,
EGFR,15,0.673102392,
EGLN1,15,0.542403119,
EGLN2,15,0.661664524,
EGLN3,15,0.667130903,
EGR1,15,0.714222876,
EGR3,15,0.252959448,
EHBP1,15,0.733599411,
EHBP1L1,10,0.258734638,
EHD1,15,0.394952047,
EID1,15,0.297315237,
EID2,15,0.369526155,
EIF1,15,0.396566995,
EIF1AD,15,0.549032275,
EIF1AX,8,0.559519498,
EIF1B,15,0.356150727,
EIF2A,15,0.323338514,
EIF2AK4,15,0.413995689,
EIF2B1,15,0.321288588,
EIF2B2,15,0.506807396,
EIF2B4,15,0.56650961,
EIF2D,15,0.309183563,
EIF2S1,15,0.347662643,
EIF2S2,15,0.646006128,
EIF2S3,9,0.492325198,
EIF3A,15,0.553234093,
EIF3B,15,0.255465495,
EIF3D,15,0.404089872,
EIF3F,15,0.265689178,
EIF3G,15,0.671343321,
EIF3H,15,0.48594699,
EIF3I,15,0.708622387,
EIF3K,15,0.500102467,
EIF3L,15,0.460834831,
EIF3M,15,0.419766134,
EIF4A1,15,0.470106876,
EIF4A2,15,0.349598389,
EIF4A3,15,0.477648004,
EIF4E2,15,0.27560424,
EIF4E3,15,0.355986915,
EIF4EBP1,15,0.622680555,
EIF4EBP2,15,0.414356634,
EIF4G1,15,0.462260655,
EIF4G2,15,0.425389705,
EIF4H,15,0.661467191,
EIF5,15,0.716565798,
EIF5A,15,0.488467152,
EIF5B,15,0.267804402,
EIF6,15,0.423876616,
ELAC1,15,0.301410525,
ELF1,15,0.580195442,
ELF2,15,0.441769486,
ELF3,15,0.621318101,
ELF4,15,0.670898434,
ELK3,15,0.701516433,
ELK4,15,0.485976342,
ELL,15,0.611920597,
ELMO1,15,0.368319082,
ELMSAN1,15,0.605896897,
ELOB,15,0.623495669,
ELOC,15,0.306823601,
ELOF1,15,0.343029268,
ELOVL2,15,0.627684253,
ELOVL4,15,0.337517099,
ELOVL7,15,0.358529323,
ELP5,15,0.299606187,
ELP6,15,0.446660943,
EMB,15,0.335709003,
EMC1,15,0.607881963,
EMC10,15,0.552709812,
EMC3,15,0.284018916,
EMC4,15,0.691342131,
EMC6,15,0.503529168,
EMC7,15,0.504364443,
EMC8,15,0.382664812,
EMC9,15,0.315905704,
EMG1,15,0.260837577,
EMID1,15,0.250900241,
EMILIN1,15,0.696984428,
EMILIN2,15,0.783986862,
EML2,15,0.616497534,
EML4,15,0.345689327,
EMP1,15,0.665961283,
EMP2,15,0.534590416,
EMP3,15,0.484223741,
EMSY,15,0.61749461,
ENAH,15,0.306863723,
ENC1,15,0.563367327,
ENDOD1,15,0.311535003,
ENDOG,15,0.55371482,
ENDOU,15,0.602910043,
ENG,15,0.456828661,
ENO2,15,0.311643541,
ENOPH1,15,0.431496159,
ENOX1,15,0.431541179,
ENPEP,15,0.451537333,
ENPP1,15,0.601001305,
ENPP2,15,0.738116238,
ENPP5,15,0.415456857,
ENSA,15,0.719202055,
ENTPD1,15,0.551741558,
ENTPD5,15,0.43146341,
ENTPD6,15,0.633755964,
ENTPD7,15,0.366330675,
ENY2,15,0.519372765,
EOGT,15,0.470145025,
EP300,15,0.538262924,
EP400P1,15,0.397074485,
EPAS1,15,0.485539686,
EPB41L3,15,0.355788107,
EPB41L4A,15,0.254791262,
EPC1,15,0.467396443,
EPC2,15,0.728159875,
EPDR1,15,0.54870692,
EPG5,15,0.46466409,
EPHA1,15,0.307642616,
EPHA2,15,0.708234289,
EPHB3,15,0.279880364,
EPHB4,15,0.548609703,
EPHB6,15,0.255880086,
EPHX1,12,0.443419846,
EPOR,15,0.585001063,
EPRS,15,0.256617226,
EPS15,15,0.552843149,
EPS8,15,0.558811721,
EPS8L1,15,0.531124798,
EPS8L2,15,0.641897881,
EPSTI1,15,0.35812122,
ERAL1,15,0.465836452,
ERAP1,15,0.340557147,
ERBB2,15,0.626976106,
ERC1,15,0.325574311,
ERC2,15,0.25089799,
ERCC6L,15,0.354737272,
ERG,15,0.726988307,
ERG28,15,0.373193742,
ERGIC1,15,0.643091661,
ERGIC2,15,0.402095189,
ERGIC3,15,0.554369387,
ERH,15,0.447468088,
ERI3,15,0.377494952,
ERICH5,15,0.280703773,
ERLIN1,15,0.578239571,
ERLIN2,15,0.43126237,
ERO1A,15,0.730415137,
ERP27,15,0.317094626,
ERP29,15,0.451585117,
ERRFI1,15,0.627767582,
ERV3-1,15,0.276146014,
ERVFRD-1,15,0.345172461,
ERVK3-1,15,0.404016702,
ERVMER34-1,15,0.413798637,
ERVV-2,15,0.313951831,
ERVW-1,15,0.669471759,
ESAM,15,0.465060484,
ESCO2,12,0.36745692,
ESD,15,0.425111527,
ESPL1,15,0.440377805,
ESR1,10,0.310645804,
ESRP2,15,0.554987671,
ESRRA,15,0.652350348,
ESRRG,15,0.555080178,
ESS2,13,0.336877765,
ESYT1,15,0.409890075,
ESYT2,15,0.762227263,
ESYT3,15,0.407855966,
ETAA1,15,0.312331277,
ETF1,15,0.609766164,
ETFA,15,0.408043441,
ETFB,15,0.373273224,
ETFDH,15,0.332485707,
ETFRF1,15,0.283018684,
ETHE1,15,0.484253447,
ETS1,15,0.763195825,
ETS2,15,0.70145726,
ETV3,15,0.551981187,
ETV4,15,0.469705465,
ETV5,15,0.454773913,
ETV6,15,0.432438212,
EVA1A,15,0.402547853,
EVA1B,15,0.585360156,
EVA1C,15,0.548300237,
EVI2A,7,0.562523344,
EVL,15,0.458000196,
EVPL,15,0.411008637,
EWSR1,15,0.353488981,
EXO1,15,0.335274383,
EXOC2,15,0.383001425,
EXOC3,14,0.306749588,
EXOC3L1,15,0.314628837,
EXOC6,15,0.679564935,
EXOC6B,15,0.727461279,
EXOC7,15,0.262399521,
EXOC8,15,0.746453411,
EXOG,15,0.258507474,
EXOSC1,15,0.383598353,
EXOSC4,15,0.650731179,
EXOSC5,15,0.335192091,
EXOSC7,15,0.395500539,
EXOSC8,15,0.358568766,
EXPH5,15,0.705305379,
EXT2,15,0.478490308,
EXTL2,15,0.35433354,
EZH1,15,0.492647824,
EZH2,15,0.584901807,
EZR,15,0.781494119,
F10,14,0.315509684,
F11R,15,0.386859465,
F13A1,15,0.729353808,
F2R,15,0.749289946,
F2RL1,15,0.295318171,
F3,15,0.620279762,
F5,15,0.322162978,
FAAP20,15,0.330407163,
FABP5,15,0.447968986,
FADD,15,0.477286055,
FADS1,15,0.458900697,
FADS2,15,0.485371671,
FADS3,15,0.503532612,
FAF1,15,0.290801135,
FAF2,15,0.557844348,
FAHD2A,15,0.331347317,
FAIM,15,0.430306395,
FAM102B,15,0.396729985,
FAM104B,15,0.360628287,
FAM110A,15,0.564408352,
FAM110B,15,0.360997469,
FAM111A,15,0.327890105,
FAM117B,15,0.599121866,
FAM120AOS,15,0.778661184,
FAM122A,15,0.386774182,
FAM122B,15,0.410444169,
FAM124A,15,0.552152098,
FAM126A,15,0.389593688,
FAM126B,15,0.713886061,
FAM129A,15,0.521899615,
FAM129B,15,0.645426782,
FAM131A,15,0.5951797,
FAM133B,15,0.383327917,
FAM135A,15,0.681022301,
FAM13A,15,0.622327313,
FAM13C,15,0.267583917,
FAM155A,15,0.474430534,
FAM156A,7,0.428360248,
FAM160B1,15,0.710315863,
FAM160B2,15,0.351780917,
FAM162A,15,0.376417753,
FAM162B,15,0.593378986,
FAM168B,15,0.790920723,
FAM171A1,15,0.430545458,
FAM171B,15,0.577875168,
FAM172A,15,0.589993519,
FAM173B,15,0.314379815,
FAM174A,15,0.304198748,
FAM174B,15,0.269869195,
FAM184A,15,0.429079515,
FAM189A2,15,0.29538164,
FAM189B,15,0.462258496,
FAM192A,15,0.316941678,
FAM193A,9,0.349672368,
FAM198A,15,0.373374932,
FAM198B,15,0.682648667,
FAM199X,15,0.702178634,
FAM200B,15,0.456285373,
FAM204A,15,0.397057929,
FAM208A,15,0.316564502,
FAM208B,12,0.363302544,
FAM20A,15,0.566370713,
FAM20B,15,0.452034912,
FAM20C,15,0.406890541,
FAM210B,15,0.561089071,
FAM217B,15,0.450993772,
FAM219A,15,0.42110013,
FAM219B,15,0.372839537,
FAM229B,15,0.331640003,
FAM234B,15,0.404750802,
FAM241A,15,0.395162607,
FAM25A,8,0.257693695,
FAM3A,15,0.60177185,
FAM43A,15,0.57057283,
FAM45A,15,0.287739753,
FAM47E,15,0.467286179,
FAM47E-STBD1,15,0.318254091,
FAM49A,15,0.375395284,
FAM49B,15,0.613025191,
FAM50A,15,0.604918774,
FAM53B,15,0.673772176,
FAM53C,15,0.468917564,
FAM57A,15,0.398848234,
FAM69B,15,0.717709796,
FAM76A,15,0.43868792,
FAM76B,15,0.587887527,
FAM78A,15,0.704821863,
FAM83B,15,0.393471713,
FAM83D,15,0.511322862,
FAM83E,15,0.366205731,
FAM83G,15,0.328433093,
FAM83H,15,0.508366432,
FAM84A,15,0.543674245,
FAM86C1,15,0.276365339,
FAM89A,15,0.495772766,
FAM8A1,15,0.656665717,
FAM91A1,15,0.616844976,
FAM92A,15,0.436470194,
FAM98A,15,0.510083867,
FAM98B,15,0.494689003,
FAM98C,14,0.400421731,
FAN1,15,0.293127223,
FANCA,13,0.259525792,
FANCE,15,0.56335455,
FANCF,15,0.260265486,
FANCI,15,0.628506459,
FANCL,15,0.439151941,
FAP,15,0.356086671,
FAR1,15,0.600327047,
FARP1,15,0.523301468,
FARSA,15,0.271707915,
FARSB,15,0.448955091,
FASTK,15,0.502852804,
FASTKD2,15,0.491838388,
FASTKD3,15,0.258016761,
FASTKD5,15,0.380149759,
FAT1,15,0.651181589,
FAT2,15,0.82339816,
FAT4,15,0.435998282,
FAU,15,0.607450426,
FAXDC2,15,0.34087077,
FBLIM1,15,0.296718028,
FBLN1,15,0.261824523,
FBLN2,15,0.720464922,
FBLN5,15,0.546283869,
FBLN7,15,0.335894877,
FBN1,15,0.523621998,
FBN2,15,0.47080432,
FBRS,15,0.728765103,
FBXL17,15,0.461641887,
FBXL18,15,0.295396574,
FBXL19,15,0.368060773,
FBXL2,15,0.398228213,
FBXL5,15,0.699103414,
FBXL6,15,0.285996222,
FBXL7,11,0.707675275,
FBXO15,15,0.574411913,
FBXO22,15,0.632077378,
FBXO28,15,0.563172232,
FBXO3,15,0.431014029,
FBXO30,15,0.692958764,
FBXO32,14,0.372606096,
FBXO33,15,0.442503137,
FBXO36,15,0.328061545,
FBXO4,15,0.393635796,
FBXO41,15,0.30737376,
FBXO7,15,0.51372182,
FBXO8,15,0.650973241,
FBXO9,15,0.454299168,
FBXW11,15,0.554700703,
FBXW11P1,14,0.340752995,
FBXW4,15,0.458482389,
FBXW4P1,7,0.26064909,
FBXW5,15,0.745955971,
FBXW9,15,0.398474965,
FCER1G,15,0.823282168,
FCGR2A,15,0.656689086,
FCHO2,15,0.634367257,
FCHSD2,15,0.46570616,
FCN1,14,0.313646741,
FDFT1,10,0.289733994,
FDPS,15,0.499183514,
FDX1,15,0.572474507,
FDX2,15,0.325394333,
FDXR,15,0.312391646,
FEM1A,15,0.820064875,
FEM1B,15,0.637842697,
FEM1C,15,0.280259723,
FEN1,15,0.662910964,
FER,15,0.425573944,
FERMT1,15,0.663101155,
FERMT2,15,0.404908068,
FERMT3,15,0.589519094,
FEZ1,15,0.605054891,
FGD2,15,0.482862751,
FGD6,15,0.570930499,
FGF2,15,0.5814067,
FGF23,3,0.266630282,
FGFR1,15,0.380039409,
FGFRL1,15,0.378264224,
FGGY,15,0.326120828,
FGL2,15,0.469005315,
FGR,15,0.530524986,
FH,15,0.549626596,
FHDC1,15,0.664767966,
FHL2,15,0.774815397,
FHL3,15,0.311842535,
FHOD1,15,0.463495239,
FHOD3,15,0.363862456,
FIBIN,7,0.352674654,
FIBP,15,0.485224055,
FICD,12,0.255806799,
FIGN,15,0.439803346,
FILIP1,13,0.478458928,
FILIP1L,11,0.567195631,
FIP1L1,15,0.346070933,
FIS1,15,0.654821107,
FIZ1,15,0.45312642,
FJX1,15,0.542763773,
FKBP10,15,0.560699933,
FKBP14,15,0.511469798,
FKBP1A,15,0.395578362,
FKBP1B,15,0.284830768,
FKBP2,15,0.651121379,
FKBP3,15,0.442649422,
FKBP5,15,0.738503447,
FKBP7,15,0.534569802,
FKBP8,15,0.66372319,
FKRP,15,0.299050633,
FKTN,15,0.344597621,
FLAD1,15,0.441426234,
FLCN,15,0.308467535,
FLI1,15,0.742407383,
FLII,15,0.343568463,
FLNA,15,0.70096491,
FLNB,15,0.59054489,
FLOT1,15,0.309042437,
FLOT2,15,0.790039685,
FLT1,15,0.734815317,
FLVCR2,15,0.381918804,
FLYWCH2,15,0.540146347,
FMN1,15,0.255423354,
FMNL1,15,0.519122022,
FMNL2,14,0.324739,
FMNL3,15,0.434551178,
FMOD,15,0.552597142,
FN1,15,0.861573798,
FN3KRP,15,0.336369153,
FNBP1,15,0.260717135,
FNBP1L,15,0.664105189,
FNBP4,15,0.491085769,
FNDC3A,15,0.638233537,
FNDC3B,15,0.507356882,
FNIP1,15,0.665056587,
FNTA,15,0.353197853,
FOLR1,15,0.274554585,
FOS,15,0.680911922,
FOSB,12,0.582249571,
FOSL2,15,0.822498966,
FOXF1,15,0.69084175,
FOXF2,15,0.350519374,
FOXI3,15,0.629397397,
FOXJ3,15,0.518517748,
FOXK1,15,0.418329991,
FOXL2NB,15,0.557175567,
FOXM1,15,0.585721541,
FOXN2,15,0.67618905,
FOXO1,15,0.630759135,
FOXO3,15,0.477269248,
FOXO4,15,0.679311834,
FOXP1,15,0.252972152,
FOXP4,11,0.394353933,
FPGS,15,0.448970362,
FPGT,13,0.284397379,
FPR3,15,0.485948257,
FRAS1,15,0.538364529,
FRAT1,15,0.451075161,
FRAT2,15,0.281617105,
FREM2,15,0.579737971,
FRG1,10,0.348904691,
FRG1CP,15,0.344811752,
FRK,15,0.482564503,
FRMD3,15,0.586985679,
FRMD4B,15,0.38697702,
FRMD6,15,0.287020186,
FRMD8,11,0.257241331,
FRRS1,13,0.305011115,
FRS2,15,0.755907468,
FRZB,15,0.313378122,
FSCN1,15,0.795109037,
FSIP2,15,0.399634434,
FSTL1,15,0.334454025,
FTH1,15,0.805936884,
FTL,15,0.797740544,
FTO,15,0.268977175,
FUBP3,15,0.561675781,
FUK,15,0.378643808,
FUNDC2,15,0.407046817,
FUOM,15,0.387128091,
FURIN,15,0.720792768,
FUS,15,0.39087428,
FUT11,15,0.51101232,
FUT4,15,0.683070682,
FXN,15,0.302577636,
FXR1,13,0.294517746,
FXR2,15,0.743175127,
FXYD1,15,0.521715649,
FXYD3,15,0.510377883,
FYB1,13,0.460794938,
FYCO1,15,0.386107034,
FYTTD1,15,0.437293976,
FZD1,15,0.384042638,
FZD10,15,0.521769849,
FZD2,9,0.264974973,
FZD4,15,0.753069986,
FZD5,15,0.464184483,
FZD6,15,0.281318951,
FZD7,15,0.384199273,
FZD8,15,0.264756578,
G0S2,15,0.37042396,
G2E3,15,0.28831158,
G3BP1,15,0.501637562,
G3BP2,15,0.431353765,
G6PC3,15,0.464081927,
GAA,15,0.358994314,
GAB1,15,0.719179738,
GABARAP,15,0.468948751,
GABARAPL1,15,0.479130302,
GABPA,15,0.827126799,
GABPB2,15,0.340113715,
GABRP,15,0.442624242,
GADD45A,15,0.66768274,
GADD45B,15,0.359396453,
GADD45G,15,0.491187075,
GADD45GIP1,15,0.503177981,
GAK,15,0.506090296,
GAL3ST4,15,0.337229435,
GALE,15,0.558058452,
GALK1,15,0.460098941,
GALM,15,0.572289291,
GALNT10,15,0.338113948,
GALNT11,15,0.487157767,
GALNT15,15,0.500666602,
GALNT18,15,0.467999318,
GALNT2,15,0.293664427,
GALNT3,15,0.50246235,
GALNT6,15,0.619980787,
GALNT7,15,0.496378034,
GALT,15,0.590296496,
GAN,15,0.580069833,
GANAB,15,0.58944125,
GANC,7,0.250754996,
GAPDH,15,0.61021124,
GAPVD1,15,0.542152714,
GAREM1,15,0.340296847,
GARS,15,0.351109933,
GAS1,15,0.774241648,
GAS2L1,15,0.395108531,
GAS6,15,0.805649617,
GATA2,15,0.452934762,
GATA3,15,0.544611675,
GATA6,15,0.637966639,
GATAD1,15,0.41912504,
GATAD2A,15,0.423400647,
GATAD2B,15,0.385352721,
GATD1,10,0.275137696,
GATM,15,0.701969815,
GBA,15,0.441032055,
GBE1,15,0.401342827,
GBF1,15,0.475997286,
GBP1,15,0.361415883,
GBP2,15,0.441986705,
GBP4,15,0.500347552,
GBP5,15,0.340998618,
GCA,15,0.331482049,
GCAT,15,0.32405471,
GCC2,15,0.577339957,
GCH1,15,0.429357728,
GCHFR,15,0.360186069,
GCLC,15,0.297710879,
GCM1,15,0.612794109,
GCNT1,15,0.499656354,
GCNT4,12,0.395475494,
GCOM1,15,0.424201174,
GCSAML-AS1,15,0.279671516,
GDA,15,0.286568583,
GDAP2,15,0.479304283,
GDF11,15,0.374704133,
GDF15,15,0.500523917,
GDF6,14,0.436564599,
GDF7,15,0.486154115,
GDI1,15,0.516065744,
GDPD1,15,0.768224313,
GDPD3,15,0.418301674,
GDPD5,15,0.556275614,
GEM,15,0.315639334,
GEMIN6,15,0.311531456,
GEMIN7,14,0.314671365,
GET4,15,0.386752462,
GFOD1,15,0.71626736,
GFOD2,15,0.727837492,
GFPT1,15,0.357085551,
GFPT2,15,0.280688224,
GFRA2,15,0.441614652,
GGA1,15,0.405125187,
GGA3,13,0.272645242,
GGCX,4,0.314093279,
GGH,15,0.467792024,
GGT5,15,0.613620847,
GGTA1P,15,0.773943977,
GH1,15,0.424918407,
GH2,15,0.507237735,
GHDC,15,0.382377427,
GHITM,15,0.397819663,
GHR,13,0.28257067,
GID8,15,0.431785764,
GIGYF1,15,0.54772948,
GIGYF2,15,0.743522186,
GIMAP1,15,0.722778401,
GIMAP6,15,0.663470485,
GIMAP8,15,0.72637145,
GINS1,15,0.540074876,
GINS3,15,0.284624364,
GINS4,15,0.279229897,
GIPC1,15,0.64438755,
GIPC2,15,0.339881409,
GIT1,15,0.304350078,
GIT2,15,0.460389215,
GJA1,15,0.668505417,
GJA3,15,0.295496806,
GJA4,15,0.559314178,
GJC1,15,0.589748664,
GK,15,0.353294986,
GLB1,15,0.631816141,
GLCE,15,0.317808095,
GLDC,15,0.712846442,
GLDN,15,0.69657196,
GLE1,15,0.420174944,
GLG1,15,0.793338362,
GLIPR2,15,0.683690654,
GLMP,15,0.405133108,
GLO1,15,0.653840643,
GLRB,15,0.454040401,
GLRX,15,0.288731378,
GLRX5,15,0.397654199,
GLS,15,0.385406702,
GLTP,15,0.525392681,
GLUD2,15,0.411765105,
GLUL,15,0.541849,
GLYCTK,15,0.432075787,
GLYR1,15,0.324482251,
GM2A,15,0.34452729,
GMCL1,15,0.583376825,
GMDS,15,0.262143989,
GMEB1,15,0.784539843,
GMEB2,15,0.727648695,
GMFB,15,0.542262446,
GMFG,15,0.643677371,
GMIP,15,0.551376565,
GMNN,15,0.596303248,
GMPPA,15,0.475562308,
GMPPB,15,0.571009441,
GMPR2,15,0.400357307,
GNA11,15,0.313789829,
GNA12,15,0.732376793,
GNA13,15,0.701883504,
GNA14,15,0.493931903,
GNAI1,15,0.266609886,
GNAI2,15,0.389599323,
GNAL,12,0.447138986,
GNAS,15,0.650663439,
GNB1,15,0.308390164,
GNB1L,11,0.38840365,
GNB2,15,0.321993099,
GNB4,15,0.673533787,
GNE,15,0.717509467,
GNG10,14,0.302310473,
GNG11,15,0.261745381,
GNG12,15,0.542805983,
GNG2,11,0.359971855,
GNG5,15,0.484695978,
GNG7,15,0.368306339,
GNGT1,15,0.312536514,
GNL3,13,0.311724879,
GNLY,5,0.480164118,
GNPAT,15,0.488480443,
GNPDA1,15,0.30390321,
GNPDA2,15,0.536628168,
GNPNAT1,14,0.421913894,
GNPTAB,15,0.485065834,
GNPTG,15,0.542129612,
GOLGA2,15,0.484059311,
GOLGA4,15,0.742396374,
GOLGA7,15,0.396580709,
GOLGB1,15,0.477988085,
GOLIM4,15,0.614492288,
GOLPH3,15,0.595217177,
GOLT1A,7,0.276647254,
GOLT1B,15,0.499266976,
GON7,15,0.325773681,
GORASP1,15,0.394703318,
GORASP2,15,0.285700825,
GOSR1,15,0.50776833,
GOSR2,15,0.366535049,
GOT1,15,0.53299778,
GOT2,15,0.347263549,
GPAA1,15,0.657907974,
GPAM,15,0.430847378,
GPATCH1,15,0.394539895,
GPATCH2,15,0.347962682,
GPATCH2L,15,0.304697954,
GPATCH3,15,0.336767912,
GPATCH8,15,0.688504601,
GPBAR1,15,0.455194699,
GPBP1L1,15,0.464696527,
GPC3,15,0.731372773,
GPC4,15,0.59595693,
GPD2,15,0.54987167,
GPER1,15,0.488416357,
GPN1,15,0.402479711,
GPR107,15,0.712891148,
GPR108,15,0.610738452,
GPR132,15,0.445409782,
GPR137,15,0.602469623,
GPR137B,15,0.424244422,
GPR143,7,0.365484361,
GPR146,15,0.613889184,
GPR153,15,0.707898129,
GPR156,15,0.293934712,
GPR157,15,0.56583265,
GPR162,15,0.258661738,
GPR176,15,0.668088439,
GPR180,15,0.497084149,
GPR27,13,0.281722955,
GPR34,9,0.302050446,
GPR68,15,0.374455355,
GPR78,15,0.601639305,
GPR85,15,0.34055152,
GPR87,15,0.274009977,
GPRC5B,15,0.74522858,
GPRIN3,15,0.64974032,
GPS1,15,0.50892801,
GPSM1,15,0.472018052,
GPSM2,15,0.2766454,
GPT2,15,0.513444556,
GPX1,15,0.651960427,
GPX3,15,0.374450611,
GPX4,15,0.58536527,
GPX7,15,0.284864503,
GPX8,15,0.717225182,
GRAMD2A,15,0.464485472,
GRAMD2B,15,0.512171513,
GRASP,15,0.49874435,
GRB14,11,0.361114441,
GRB2,15,0.341637923,
GRB7,15,0.526788528,
GREM2,15,0.493854258,
GRHL1,15,0.736680055,
GRHL2,15,0.645017633,
GRHPR,15,0.393162117,
GRINA,15,0.510071093,
GRK2,15,0.619832464,
GRK5,15,0.308613626,
GRK6,15,0.308395824,
GRPEL1,15,0.25294565,
GRSF1,15,0.34316274,
GRTP1,15,0.310631481,
GRWD1,10,0.333382093,
GSDME,15,0.667461302,
GSE1,15,0.767567277,
GSK3A,15,0.627726288,
GSK3B,15,0.592826914,
GSN,15,0.54206242,
GSS,15,0.51383027,
GSTA3,15,0.456632392,
GSTA4,15,0.446855976,
GSTCD,15,0.351113571,
GSTK1,15,0.53169354,
GSTO1,15,0.412881074,
GSTP1,15,0.570761278,
GSTZ1,15,0.451507007,
GTF2A1,15,0.860408633,
GTF2A2,15,0.298171291,
GTF2B,15,0.403680069,
GTF2F2,15,0.364213446,
GTF2H5,15,0.553702265,
GTF2IP4,15,0.280336038,
GTF2IRD2B,15,0.32678604,
GTF3A,15,0.330652674,
GTF3C2,15,0.354150143,
GTF3C3,15,0.3052686,
GTF3C4,15,0.270395026,
GTF3C5,14,0.289000316,
GTF3C6,15,0.461593509,
GTPBP1,15,0.37126547,
GTPBP2,15,0.391047948,
GTPBP6,15,0.432776445,
GTSE1,15,0.564147402,
GUCD1,14,0.291363316,
GUCY1A1,15,0.641300526,
GUCY1A2,15,0.6847191,
GUF1,15,0.419820289,
GUK1,15,0.477981516,
GULP1,15,0.509963515,
GUSB,15,0.494747511,
GXYLT1,15,0.705523772,
GXYLT2,9,0.404560871,
GYG1,15,0.426125573,
GYPC,15,0.649464414,
H1F0,15,0.43783275,
H1FX,15,0.264795492,
H2AFJ,15,0.562292641,
H2AFV,15,0.396302686,
H2AFX,15,0.781016355,
H2AFY,15,0.255983449,
H2AFZ,15,0.644960306,
H3F3B,15,0.33503668,
HAAO,15,0.496205748,
HABP4,15,0.566413612,
HACD2,15,0.321054517,
HACD4,15,0.294447556,
HACE1,15,0.568121489,
HACL1,15,0.350113431,
HADH,15,0.472691586,
HADHA,15,0.461544948,
HADHB,15,0.466220425,
HAND2,15,0.810995935,
HAPLN1,15,0.541124469,
HAPLN3,15,0.586822183,
HARBI1,15,0.306331981,
HARS,15,0.418735723,
HARS2,15,0.303979564,
HAS2,15,0.336281409,
HAS3,15,0.28629674,
HASPIN,15,0.532507155,
HAUS1,15,0.481078943,
HAUS3,15,0.291217521,
HAUS4,15,0.318694555,
HAUS6,15,0.358934905,
HAUS7,15,0.330092408,
HAVCR2,15,0.676329886,
HAX1,15,0.561420668,
HBEGF,15,0.714618156,
HBP1,15,0.758093408,
HBS1L,15,0.32479426,
HCAR1,15,0.785237308,
HCAR2,15,0.556623978,
HCFC1,15,0.320921134,
HCFC1R1,15,0.461706548,
HCFC2,15,0.613540081,
HCK,15,0.823068431,
HCLS1,15,0.590011422,
HCST,15,0.588511878,
HDAC2,15,0.567374955,
HDAC3,15,0.449605417,
HDAC5,15,0.764279928,
HDAC6,15,0.370866148,
HDAC8,15,0.279362362,
HDDC3,15,0.31919471,
HDGF,15,0.653503378,
HDGFL2,15,0.43754203,
HDGFL3,15,0.567690552,
HDHD3,15,0.305476547,
HEATR1,15,0.334765839,
HEATR3,15,0.404244309,
HECA,15,0.733051685,
HECTD1,15,0.325224113,
HECTD2,15,0.481129338,
HECW2,9,0.361294954,
HELLS,15,0.494632426,
HELQ,15,0.27412884,
HELZ,15,0.690594426,
HELZ2,15,0.371229015,
HENMT1,15,0.289977326,
HERC3,15,0.410514084,
HERC4,15,0.280638454,
HERC5,15,0.508169178,
HERC6,15,0.50123176,
HERPUD2,15,0.269144322,
HES1,15,0.524482699,
HES4,15,0.385884248,
HEXA,15,0.33277309,
HEXIM1,15,0.683472403,
HEXIM2,14,0.285777426,
HEY1,15,0.401765081,
HEY2,15,0.445779102,
HEYL,15,0.603738002,
HGH1,15,0.559605781,
HGS,15,0.557873612,
HHEX,15,0.608789091,
HIBADH,15,0.340505046,
HIBCH,15,0.258154378,
HIC1,15,0.44861275,
HIC2,15,0.701326438,
HID1,15,0.560893791,
HIF1A,15,0.373884395,
HIF1AN,15,0.379192976,
HIF3A,15,0.278292081,
HIGD2A,15,0.531057276,
HILPDA,15,0.74549745,
HINT1,15,0.713376107,
HINT2,15,0.555751119,
HINT3,15,0.762294423,
HIP1,15,0.804684549,
